level_0,recG_1,recG_10,recG_100,recG_101,recG_102,recG_103,recG_104,recG_105,recG_106,recG_107,recG_108,recG_109,recG_11,recG_110,recG_111,recG_112,recG_113,recG_114,recG_115,recG_116,recG_117,recG_118,recG_119,recG_12,recG_120,recG_121,recG_122,recG_123,recG_124,recG_125,recG_126,recG_127,recG_128,recG_129,recG_13,recG_130,recG_131,recG_132,recG_133,recG_134,recG_135,recG_136,recG_137,recG_138,recG_139,recG_14,recG_140,recG_141,recG_142,recG_143,recG_144,recG_145,recG_146,recG_147,recG_148,recG_149,recG_15,recG_150,recG_151,recG_152,recG_153,recG_154,recG_155,recG_156,recG_157,recG_158,recG_159,recG_16,recG_160,recG_161,recG_162,recG_163,recG_164,recG_165,recG_166,recG_167,recG_168,recG_169,recG_17,recG_170,recG_171,recG_172,recG_173,recG_174,recG_175,recG_176,recG_177,recG_178,recG_179,recG_18,recG_180,recG_181,recG_182,recG_183,recG_184,recG_185,recG_186,recG_187,recG_188,recG_189,recG_19,recG_190,recG_191,recG_192,recG_193,recG_194,recG_195,recG_196,recG_197,recG_198,recG_199,recG_2,recG_20,recG_200,recG_201,recG_202,recG_203,recG_204,recG_205,recG_206,recG_207,recG_208,recG_209,recG_21,recG_210,recG_211,recG_212,recG_213,recG_214,recG_215,recG_216,recG_217,recG_218,recG_219,recG_22,recG_220,recG_221,recG_222,recG_223,recG_224,recG_225,recG_226,recG_227,recG_228,recG_229,recG_23,recG_230,recG_231,recG_232,recG_233,recG_234,recG_235,recG_236,recG_237,recG_238,recG_239,recG_24,recG_240,recG_241,recG_25,recG_26,recG_27,recG_28,recG_29,recG_3,recG_30,recG_31,recG_32,recG_33,recG_34,recG_35,recG_36,recG_37,recG_38,recG_39,recG_4,recG_40,recG_41,recG_42,recG_43,recG_44,recG_45,recG_46,recG_47,recG_48,recG_49,recG_5,recG_50,recG_51,recG_52,recG_53,recG_54,recG_55,recG_56,recG_57,recG_58,recG_59,recG_6,recG_60,recG_61,recG_62,recG_63,recG_64,recG_65,recG_66,recG_67,recG_68,recG_69,recG_7,recG_70,recG_71,recG_72,recG_73,recG_74,recG_75,recG_76,recG_77,recG_78,recG_79,recG_8,recG_80,recG_81,recG_82,recG_83,recG_84,recG_85,recG_86,recG_87,recG_88,recG_89,recG_9,recG_90,recG_91,recG_92,recG_93,recG_94,recG_95,recG_96,recG_97,recG_98,recG_99
recG_143,61,60,60,55,58,59,59,54,55,53,54,47,60,47,11,13,18,63,11,11,12,38,11,62,14,14,12,13,14,10,13,12,9,15,63,10,12,10,55,56,59,62,62,46,46,63,42,17,11,0,12,13,11,43,66,11,61,45,44,46,44,45,43,14,57,57,54,62,57,58,48,51,47,47,48,63,61,48,61,16,39,46,11,13,42,9,9,15,16,62,12,15,13,13,14,46,40,157,160,155,61,165,164,169,169,49,50,48,62,44,15,62,60,12,13,15,57,158,155,154,154,156,50,59,161,165,163,166,16,16,12,11,13,45,33,48,43,47,47,49,48,49,49,47,49,32,155,46,9,46,46,16,149,158,62,45,34,46,171,39,34,45,47,46,61,46,47,46,48,15,13,13,12,13,14,61,13,14,12,45,43,44,10,14,9,11,62,47,14,45,12,10,12,50,8,8,12,62,15,50,54,53,50,55,50,54,56,51,61,11,56,10,59,58,47,12,44,12,42,63,14,42,46,60,17,39,13,13,14,46,63,63,46,47,46,48,46,46,13,46,58
recG_144,55,54,56,53,54,55,55,52,53,53,52,43,54,43,3,5,10,57,5,5,4,40,5,56,6,8,4,5,6,4,5,6,5,10,57,6,4,8,56,54,53,56,56,42,42,57,38,11,3,12,0,5,7,39,62,5,55,43,42,44,42,41,41,6,55,54,51,56,55,56,42,50,43,43,44,57,57,44,55,4,41,42,5,5,40,7,3,7,8,56,4,7,5,7,8,42,42,153,160,153,55,164,162,167,167,48,49,47,56,42,10,56,54,6,7,7,53,156,153,152,156,152,46,53,159,164,165,164,10,8,4,3,5,41,35,44,41,43,43,45,44,45,45,43,45,34,153,42,7,42,42,8,149,155,57,41,36,42,170,41,36,41,43,42,55,42,43,42,44,7,9,5,4,5,6,55,5,6,4,43,41,42,4,6,5,5,56,43,8,41,4,2,4,48,4,6,6,56,9,48,52,51,48,53,48,52,54,51,55,5,54,6,55,54,46,4,42,4,40,57,6,40,44,54,9,41,5,5,6,42,57,57,42,43,44,47,42,42,5,42,54
recG_145,56,55,57,54,55,56,56,53,52,52,51,44,55,44,4,6,11,58,6,6,5,41,6,57,5,9,1,4,7,5,6,7,6,11,58,7,3,9,57,57,54,57,57,43,43,58,41,12,4,13,5,0,8,42,63,6,56,44,43,45,43,42,42,9,56,55,52,57,56,57,43,51,44,44,45,58,56,45,56,9,42,43,6,6,41,8,4,6,9,57,5,6,2,8,11,43,41,153,163,156,56,167,165,170,168,49,50,48,57,43,11,57,55,7,6,8,54,159,153,155,159,152,47,54,162,167,168,167,11,9,5,4,6,42,36,45,42,44,44,46,45,46,46,44,46,35,156,43,8,43,43,9,152,159,58,42,37,43,172,40,37,42,44,43,56,43,44,43,45,8,10,6,5,6,5,56,6,7,5,44,42,43,5,7,6,6,57,42,7,42,5,3,5,47,5,7,7,57,8,47,51,50,47,52,47,51,53,50,56,6,53,7,56,55,47,5,43,5,41,58,5,41,43,55,10,42,6,6,7,43,58,58,43,44,45,48,43,43,6,43,55
recG_146,58,57,55,52,53,54,54,53,54,54,53,46,57,46,6,8,13,60,6,6,7,41,6,59,9,11,7,8,7,7,8,7,4,13,60,5,7,7,55,59,56,59,59,45,45,60,39,14,6,11,7,8,0,42,63,6,58,44,45,45,43,44,44,7,56,53,52,59,54,55,45,51,46,46,47,60,58,47,58,11,42,45,6,8,43,6,6,10,11,59,7,10,8,10,9,45,43,155,159,154,58,163,161,166,170,49,50,48,59,45,13,59,57,7,10,10,52,157,153,153,155,154,47,56,158,163,164,163,11,11,7,6,8,44,36,47,42,44,44,46,45,46,46,44,46,35,154,44,6,44,44,11,148,157,60,44,37,45,170,42,37,44,46,45,58,45,46,45,47,8,8,8,7,8,9,58,8,9,7,42,40,41,5,9,4,6,59,46,9,44,7,5,7,45,3,5,7,59,10,47,51,50,47,52,47,51,53,50,58,6,51,5,54,53,47,7,41,7,39,60,9,39,43,57,12,42,8,8,9,45,60,60,45,46,43,48,43,45,8,45,53
recG_147,52,50,56,53,52,53,55,48,49,49,48,45,51,45,40,42,46,53,40,40,40,41,40,53,41,41,41,42,43,38,42,39,40,47,48,41,41,41,49,51,51,53,48,44,44,49,3,41,40,43,39,42,42,0,58,38,51,45,44,46,44,44,45,41,50,53,50,52,49,50,41,47,44,45,45,53,56,46,52,43,42,44,40,42,46,39,40,42,41,51,41,42,42,40,43,44,43,155,153,146,52,154,150,154,161,45,45,44,53,46,47,54,51,43,40,42,54,146,155,144,154,154,44,52,152,154,155,152,43,43,40,40,41,43,42,46,40,43,43,43,45,44,42,42,44,41,152,44,39,44,45,44,142,148,54,43,43,44,160,42,43,43,45,44,50,44,45,44,46,44,42,42,41,42,41,51,42,42,40,43,42,43,39,43,40,40,52,45,43,43,41,39,38,51,39,39,40,52,44,47,53,50,47,54,49,53,55,52,52,40,55,41,56,54,48,41,43,41,43,53,43,41,45,51,45,42,41,42,42,44,49,54,44,45,44,48,44,44,42,44,54
recG_148,58,57,58,55,56,57,57,57,58,58,57,57,58,57,61,63,63,61,63,63,62,65,61,59,60,58,62,63,59,60,59,64,63,66,59,64,62,62,64,65,59,59,60,54,56,59,55,60,59,66,62,63,63,58,0,63,59,55,54,56,56,56,55,63,57,63,59,59,56,57,60,58,57,57,56,61,69,56,59,62,64,56,63,59,56,63,61,61,60,59,62,61,63,60,65,54,63,151,153,141,59,152,147,154,159,58,58,57,59,56,64,61,59,64,61,59,56,149,151,140,154,150,52,58,145,152,155,152,66,62,61,61,61,55,65,55,52,53,54,54,53,53,53,51,53,64,146,55,65,55,56,61,139,145,63,57,66,54,151,66,66,55,57,56,58,56,57,56,58,58,65,60,62,63,60,58,61,62,60,62,62,61,62,58,63,62,60,57,66,55,59,60,59,65,62,62,60,60,67,66,69,66,65,70,63,69,71,72,59,63,67,63,58,56,56,62,63,62,63,60,61,61,64,58,62,66,62,63,63,56,61,58,56,55,63,56,56,56,63,56,56
recG_149,58,57,57,54,55,56,56,53,54,54,53,44,57,44,4,6,11,60,2,2,5,41,2,59,7,9,5,6,7,5,6,3,4,10,60,5,5,7,55,57,56,59,59,43,43,60,39,12,4,11,5,6,6,38,63,0,58,44,43,45,43,42,42,5,56,55,52,59,56,57,45,51,44,44,45,60,56,45,58,9,42,43,2,6,41,6,4,8,9,59,5,8,6,8,7,43,43,156,162,155,58,162,160,165,169,49,50,48,59,43,11,59,57,7,8,8,54,157,156,154,158,155,47,56,157,162,167,162,7,9,5,4,6,42,36,45,42,44,44,46,45,46,46,44,46,35,155,43,6,43,43,9,151,158,58,42,37,43,170,42,37,42,44,43,58,43,44,43,45,8,8,6,5,6,7,58,6,7,5,42,40,41,1,7,4,2,59,44,5,42,5,3,5,47,3,5,3,59,6,47,51,50,47,52,47,51,53,50,58,2,53,5,56,55,47,5,41,5,39,60,7,39,43,57,10,42,6,6,7,43,60,60,43,44,43,48,43,43,6,43,55
recG_15,4,2,53,50,51,52,52,51,50,50,49,48,1,48,56,58,59,2,58,58,57,49,58,5,53,57,55,58,57,57,56,59,56,63,8,57,57,55,54,62,2,5,7,48,48,4,50,59,54,61,55,56,58,51,59,58,0,46,48,47,46,48,49,59,48,47,47,3,50,51,39,56,49,48,47,2,36,47,2,57,48,48,58,57,50,55,56,54,53,2,57,54,56,56,61,47,48,152,156,143,2,153,148,155,159,54,54,53,5,48,63,5,2,57,54,54,52,152,150,141,150,151,36,4,149,153,160,152,61,59,56,56,58,48,48,47,35,36,36,36,36,35,35,31,35,47,148,48,56,47,47,57,144,147,47,46,49,46,157,48,49,47,49,47,1,48,49,48,49,58,60,56,57,58,53,2,58,58,57,53,51,50,57,56,56,56,1,48,59,46,55,55,55,51,55,56,58,1,58,51,51,48,49,52,51,51,53,53,1,58,52,55,53,51,50,57,52,57,52,4,55,50,51,3,58,50,57,58,58,48,8,6,48,46,54,51,48,47,58,47,52
recG_150,49,47,48,46,49,50,47,49,50,50,49,5,47,5,42,44,48,48,44,44,43,46,44,50,45,45,43,44,45,43,44,45,42,49,47,43,43,41,47,54,47,50,46,3,3,45,44,47,42,45,43,44,44,45,55,44,46,0,3,1,1,3,4,47,48,51,49,48,51,52,45,47,4,5,6,48,54,6,48,47,47,3,44,44,5,42,42,46,44,47,43,46,44,44,49,1,48,146,145,143,48,150,148,152,159,47,47,46,50,5,49,50,47,41,46,43,49,145,144,142,148,145,40,49,142,150,149,151,49,45,42,42,44,5,45,6,36,40,39,41,38,38,40,36,40,44,146,3,43,4,7,46,140,145,52,5,46,3,154,47,46,2,4,4,46,3,4,3,6,46,46,44,42,44,45,47,42,44,43,44,42,41,43,43,42,43,47,5,47,3,43,41,43,49,41,43,45,47,48,45,51,48,45,52,45,51,53,52,47,44,51,40,52,49,43,43,43,43,43,49,45,41,45,47,47,47,43,43,44,3,47,51,3,5,45,44,3,4,44,4,49
recG_151,51,49,49,47,50,51,48,48,49,49,48,4,49,4,41,43,47,50,43,43,42,47,43,52,44,42,42,43,44,42,43,44,43,48,48,44,42,42,46,52,49,52,47,2,2,47,43,44,41,44,42,43,45,44,54,43,48,3,0,4,2,2,1,46,49,51,49,50,52,53,46,48,3,4,5,50,56,5,50,46,48,2,43,43,2,43,41,45,43,49,42,45,43,43,48,2,49,145,146,142,50,151,149,153,158,48,48,47,52,2,48,52,49,42,45,42,50,144,145,141,149,144,41,51,143,151,150,152,48,44,41,41,43,4,46,5,37,41,40,42,39,39,41,37,41,45,145,2,44,3,6,45,141,144,52,4,47,2,153,48,47,1,3,3,48,2,3,2,5,45,47,43,41,43,44,49,41,43,42,45,43,42,42,42,43,42,49,4,46,2,42,40,42,50,42,44,44,49,47,46,52,49,46,53,46,52,54,53,49,43,52,41,53,50,44,42,44,42,44,51,44,42,46,49,46,48,42,42,43,2,48,53,2,4,46,45,2,3,43,3,50
recG_152,50,48,49,47,50,51,48,50,51,51,50,4,48,4,43,45,49,49,45,45,44,47,45,51,46,46,44,45,46,44,45,46,43,50,48,44,44,42,48,55,48,51,47,4,4,46,45,48,43,46,44,45,45,46,56,45,47,1,4,0,2,4,5,48,49,52,50,49,52,53,46,48,3,4,5,49,55,5,49,48,48,4,45,45,6,43,43,47,45,48,44,47,45,45,50,2,49,146,146,144,49,151,149,153,160,48,48,47,51,6,50,51,48,42,47,44,50,146,144,143,149,145,41,50,143,151,150,152,50,46,43,43,45,4,46,5,37,41,40,42,39,39,41,37,41,45,147,4,44,5,8,47,141,146,53,4,47,4,153,48,47,3,3,3,47,2,3,4,5,47,47,45,43,45,46,48,43,45,44,45,43,42,44,44,43,44,48,4,48,4,44,42,44,50,42,44,46,48,49,46,52,49,46,53,46,52,54,53,48,45,52,41,53,50,44,44,44,44,44,50,46,42,46,48,48,48,44,44,45,4,48,52,4,4,46,45,4,5,45,5,50
recG_153,49,47,47,45,48,49,46,48,49,49,48,4,47,4,41,43,47,48,43,43,42,45,43,50,44,44,42,43,44,42,43,44,41,48,46,42,42,40,46,53,47,50,45,2,2,45,43,46,41,44,42,43,43,44,56,43,46,1,2,2,0,2,3,46,47,50,48,48,50,51,44,46,3,4,5,48,54,5,48,46,46,2,43,43,4,41,41,45,43,47,42,45,43,43,48,2,47,146,145,143,48,150,148,152,159,46,46,45,50,4,48,50,47,40,45,42,48,145,144,142,148,145,39,49,142,150,149,151,48,44,41,41,43,4,44,5,35,39,38,40,37,37,39,35,39,43,146,2,42,3,6,45,140,145,53,4,45,2,154,46,45,1,3,3,46,2,3,2,5,45,45,43,41,43,44,47,41,43,42,43,41,40,42,42,41,42,47,4,46,2,42,40,42,48,40,42,44,47,47,44,50,47,44,51,44,50,52,51,47,43,50,39,51,48,42,42,42,42,42,49,44,40,44,47,46,46,42,42,43,2,46,51,2,4,44,43,2,3,43,3,48
recG_154,51,49,49,47,50,51,48,50,51,51,50,4,49,4,40,42,46,50,42,42,41,47,42,52,43,43,41,42,43,41,42,43,42,47,48,43,41,41,48,51,49,52,47,2,2,47,43,45,40,45,41,42,44,44,56,42,48,3,2,4,2,0,3,45,49,50,50,50,52,53,46,48,3,4,5,50,56,5,50,45,48,2,42,42,4,42,40,44,42,49,41,44,42,42,47,2,49,144,145,141,50,152,150,154,157,48,48,47,52,4,47,52,49,41,44,41,50,143,144,140,149,143,41,51,144,152,149,153,47,43,40,40,42,4,46,5,37,41,40,42,39,39,41,37,41,45,144,2,43,3,6,44,140,145,53,4,47,2,153,48,47,1,3,3,48,2,3,2,5,44,46,42,40,42,43,49,40,42,41,45,43,42,41,41,42,41,49,4,45,2,41,39,41,50,41,43,43,49,46,46,52,49,46,53,46,52,54,53,49,42,52,40,53,50,44,41,44,41,44,51,43,42,46,49,45,48,41,41,42,2,48,53,2,4,46,45,2,3,42,3,50
recG_155,52,50,50,48,51,52,49,49,50,50,49,5,50,5,40,42,46,51,42,42,41,46,42,53,43,41,41,42,43,41,42,43,42,47,49,43,41,41,47,53,50,53,48,3,3,48,44,43,40,43,41,42,44,45,55,42,49,4,1,5,3,3,0,45,50,52,50,51,53,54,47,49,4,5,6,51,57,6,51,45,47,3,42,42,1,42,40,44,42,50,41,44,42,42,47,3,48,144,147,143,51,150,148,152,157,49,49,48,53,1,47,53,50,41,44,41,51,145,144,142,150,143,42,52,142,150,151,151,47,45,40,40,42,5,45,6,38,41,40,42,40,40,42,38,42,44,144,3,43,4,7,44,142,145,53,5,46,3,154,47,46,2,4,4,49,3,4,3,6,44,46,42,40,42,43,50,40,42,41,46,44,43,41,41,42,41,50,5,45,3,41,39,41,51,41,43,43,50,46,47,53,50,47,54,47,53,55,54,50,42,53,40,54,51,45,41,45,41,45,52,43,43,47,50,45,47,41,41,42,3,49,54,3,5,47,46,3,4,42,4,51
recG_156,59,58,60,57,58,59,59,56,57,57,56,47,58,47,7,9,12,61,5,5,8,44,5,60,10,12,8,9,5,8,7,6,7,13,61,8,8,10,56,55,57,60,60,46,46,61,38,15,7,14,6,9,7,41,63,5,59,47,46,48,46,45,45,0,59,58,55,60,59,60,45,53,47,47,48,61,61,47,59,10,45,46,5,9,44,9,7,11,10,60,8,11,9,9,2,46,46,153,159,152,59,161,159,164,168,51,52,50,60,46,14,60,58,10,11,9,57,156,153,151,155,152,47,57,156,161,164,161,10,12,8,7,9,45,39,46,45,47,47,49,48,49,49,47,49,38,152,45,9,45,45,10,148,155,61,45,40,46,169,45,40,45,47,46,59,46,47,46,48,6,10,7,8,9,10,59,9,8,8,44,43,44,4,10,7,5,60,47,8,45,6,6,8,46,6,8,6,60,9,47,51,50,47,52,47,51,53,50,59,5,51,8,57,58,50,8,43,8,42,61,8,42,46,58,11,45,9,9,10,46,61,61,46,47,45,51,46,46,9,46,58
recG_157,50,50,28,23,24,25,27,25,26,26,25,49,49,49,54,56,57,50,56,56,55,48,56,51,53,57,55,56,55,51,54,57,54,59,46,55,55,53,45,66,50,51,47,49,49,48,49,59,54,57,55,56,56,50,57,56,48,48,49,49,47,49,50,59,0,46,41,49,25,26,46,56,50,49,50,49,55,50,50,57,47,49,56,56,51,52,54,54,55,49,55,54,56,54,61,49,50,149,152,145,49,151,149,153,162,54,54,53,51,51,59,51,50,53,52,54,25,150,147,143,149,148,33,51,149,151,157,152,61,57,54,54,54,47,47,50,32,35,35,35,32,34,34,31,32,46,156,49,54,48,50,55,141,147,49,47,48,49,163,49,48,48,50,48,49,49,48,47,50,56,56,54,53,56,53,49,54,56,53,49,49,48,55,55,52,54,49,49,55,47,53,53,51,54,53,53,55,48,56,50,52,51,51,53,53,52,54,57,48,56,51,51,25,24,52,55,50,55,50,50,55,48,49,49,56,49,55,54,56,49,48,50,49,49,50,52,49,48,56,48,26
recG_158,49,49,46,45,42,43,47,46,47,47,46,52,48,52,53,55,56,49,55,55,54,51,53,50,52,55,54,53,54,54,53,56,53,58,47,54,54,52,39,62,47,48,46,50,52,47,52,57,53,57,54,55,53,53,63,55,47,51,51,52,50,50,52,58,46,0,14,48,41,42,50,63,53,52,53,48,57,53,47,58,52,52,55,55,53,53,53,53,50,48,53,53,55,53,60,52,51,152,153,142,48,156,149,158,158,62,62,61,50,51,57,50,49,52,53,51,45,152,150,140,146,151,39,50,152,156,155,156,57,56,53,53,55,50,49,53,36,36,36,38,40,39,37,37,39,48,154,52,54,51,51,54,140,146,15,50,49,52,152,52,50,51,53,51,48,52,51,50,53,55,55,53,52,55,52,48,55,55,54,52,50,51,54,56,51,53,48,52,58,50,52,52,53,56,52,54,56,47,57,55,60,57,56,61,54,59,61,58,47,55,61,50,44,44,51,54,51,54,51,49,54,49,54,46,55,52,54,53,55,52,47,49,52,52,53,52,50,51,55,51,46
recG_159,49,49,49,46,43,44,48,45,46,46,45,50,48,50,50,52,53,49,52,52,51,50,52,50,49,52,51,50,51,49,50,53,50,55,45,51,51,49,35,63,47,50,46,50,50,47,49,54,50,54,51,52,52,50,59,52,47,49,49,50,48,50,50,55,41,14,0,48,44,45,49,58,51,50,51,48,55,51,47,55,51,50,52,52,51,50,50,50,47,48,51,50,52,50,57,50,52,156,155,149,48,158,150,159,160,57,57,56,50,49,55,50,49,49,50,48,46,157,154,147,149,155,35,50,153,158,160,157,56,53,50,50,50,48,48,51,32,32,32,34,36,35,33,33,35,47,156,50,52,49,49,51,142,151,15,48,49,50,157,51,49,49,51,49,48,50,49,48,51,52,52,50,51,52,49,48,52,52,49,52,52,53,51,53,48,50,48,50,53,48,49,49,48,52,49,51,51,47,52,51,56,53,52,57,50,56,57,54,47,52,57,47,45,45,51,51,53,51,51,49,51,51,52,46,52,51,51,52,52,50,47,49,50,50,53,52,50,49,52,49,47
recG_16,1,3,54,51,52,53,53,52,51,51,50,50,4,50,57,59,60,5,59,59,58,49,59,2,54,59,56,59,58,58,57,60,57,64,11,58,58,56,56,64,5,2,10,50,50,7,51,61,55,62,56,57,59,52,59,59,3,48,50,49,48,50,51,60,49,48,48,0,51,52,41,57,51,50,49,3,36,49,5,58,48,50,59,58,52,56,57,55,54,1,58,55,57,57,62,49,48,150,154,141,3,152,147,154,158,55,55,54,2,50,64,2,3,58,55,55,52,151,148,139,149,149,38,3,148,152,160,151,63,60,57,57,59,50,48,49,37,38,38,38,38,37,37,33,37,47,147,50,57,49,49,58,142,145,47,48,49,48,157,48,49,49,51,49,2,50,51,50,51,59,61,57,58,59,54,1,59,59,58,55,53,52,58,57,56,57,4,50,60,48,56,56,56,53,56,57,59,2,59,53,53,50,51,54,53,53,55,55,2,59,54,56,54,52,51,58,54,58,54,1,56,52,53,6,59,50,58,59,59,50,11,3,50,48,56,52,50,49,59,49,53
recG_160,50,50,17,16,15,16,16,19,20,20,19,52,49,52,54,56,56,52,56,56,55,50,56,51,53,57,55,56,55,55,54,57,54,57,50,54,55,53,48,62,50,51,49,52,52,48,48,59,54,57,55,56,54,49,56,56,50,51,52,52,50,52,53,59,25,41,44,51,0,1,51,55,52,52,53,51,58,53,50,57,49,52,56,54,54,56,52,54,53,51,55,54,56,54,59,52,52,147,148,140,49,151,149,153,158,53,53,52,51,54,57,53,52,53,54,52,16,145,145,138,151,146,37,51,151,151,150,153,61,57,54,54,56,50,48,53,36,38,38,38,38,37,37,35,37,47,151,52,56,51,51,54,139,142,46,50,49,52,155,51,49,51,53,51,51,52,51,50,53,56,54,54,53,56,53,51,56,56,55,51,49,48,55,53,52,54,51,52,59,50,53,53,54,58,53,55,57,50,60,55,58,55,56,59,54,57,59,59,50,56,57,51,17,15,52,55,50,55,50,52,55,48,49,49,55,51,55,52,56,52,50,52,52,52,52,52,50,51,56,51,17
recG_161,51,51,18,17,16,17,17,20,21,21,20,53,50,53,55,57,57,53,57,57,56,51,57,52,54,58,56,57,56,56,55,58,55,58,51,55,56,54,49,63,51,52,50,53,53,49,49,60,55,58,56,57,55,50,57,57,51,52,53,53,51,53,54,60,26,42,45,52,1,0,52,55,53,53,54,52,59,54,51,58,50,53,57,55,55,57,53,55,54,52,56,55,57,55,60,53,53,148,149,141,50,152,150,154,158,53,53,52,52,55,58,54,53,54,55,53,17,146,146,139,152,147,38,52,152,152,151,154,62,58,55,55,57,51,49,54,37,39,39,39,39,38,38,36,38,48,152,53,57,52,52,55,140,143,47,51,50,53,155,52,50,52,54,52,52,53,52,51,54,57,55,55,54,57,54,52,57,57,56,52,50,49,56,54,53,55,52,53,60,51,54,54,55,59,54,56,58,51,61,56,59,56,57,60,55,58,60,60,51,57,58,52,18,16,53,56,51,56,51,53,56,49,50,50,56,52,56,53,57,53,51,53,53,53,53,53,51,52,57,52,18
recG_162,42,41,55,52,53,54,54,49,48,48,47,46,40,46,43,45,46,41,45,45,44,45,45,43,40,46,42,45,44,44,42,46,43,50,41,44,44,44,60,58,41,43,40,46,46,41,40,48,43,48,42,43,45,41,60,45,39,45,46,46,44,46,47,45,46,50,49,41,51,52,0,43,47,46,47,41,53,45,41,46,46,46,45,45,48,43,43,41,40,41,42,41,43,43,47,46,45,143,148,140,41,152,144,151,153,41,41,40,43,48,50,41,39,44,41,41,54,148,141,136,147,142,39,40,144,152,154,147,50,46,43,43,43,46,44,47,39,40,40,40,41,41,39,37,41,43,149,46,44,45,45,44,143,140,56,44,45,46,160,44,45,45,47,45,40,46,47,46,47,45,45,43,42,45,40,40,43,45,44,28,27,28,44,46,43,43,40,46,46,44,42,42,42,33,42,44,46,40,47,31,32,32,29,32,33,30,31,35,39,45,34,42,53,53,50,44,27,44,26,42,42,26,27,40,45,46,44,43,45,46,41,44,46,46,29,51,46,45,45,45,54
recG_163,56,56,54,53,56,57,53,54,55,55,54,50,55,50,49,51,53,58,51,51,50,48,51,57,48,50,50,51,50,49,49,50,47,56,56,50,50,48,63,53,56,57,56,48,48,57,48,50,49,51,50,51,51,47,58,51,56,47,48,48,46,48,49,53,56,63,58,57,55,55,43,0,49,48,51,57,62,49,56,54,49,48,51,49,50,49,49,49,49,57,48,49,51,49,55,48,48,151,150,149,55,153,148,155,155,4,6,3,57,50,56,59,58,50,49,48,57,149,149,145,149,150,46,57,149,153,154,150,54,52,49,48,50,48,48,51,48,50,49,49,48,46,48,46,48,47,148,48,50,49,50,51,144,150,62,48,49,48,149,49,49,47,49,49,57,48,49,48,49,51,50,49,50,51,48,57,49,51,49,47,47,46,50,48,47,50,57,50,54,48,48,48,47,52,48,48,49,56,55,48,54,51,48,55,48,54,56,56,56,51,54,49,57,56,53,50,47,50,46,58,50,46,47,55,52,49,50,51,51,48,57,58,46,50,48,54,48,49,51,47,56
recG_164,52,50,50,48,51,52,49,51,52,52,51,3,50,3,42,44,48,51,44,44,43,47,44,53,45,45,43,44,45,43,44,45,44,49,48,45,43,43,48,54,50,53,47,3,3,47,43,47,42,47,43,44,46,44,57,44,49,4,3,3,3,3,4,47,50,53,51,51,52,53,47,49,0,3,4,51,56,4,51,47,48,3,44,44,5,44,42,46,44,50,43,46,44,44,49,3,49,146,148,144,51,153,151,155,160,49,49,48,53,5,49,53,50,43,46,43,51,146,146,142,151,145,41,52,145,153,152,154,49,45,42,42,44,3,46,4,37,41,40,42,39,39,41,37,41,45,147,3,45,4,7,46,143,145,54,3,47,3,153,48,47,2,2,2,49,1,2,3,4,46,48,44,42,44,45,50,42,44,43,46,44,43,43,43,44,43,50,3,47,3,43,41,43,51,43,45,45,50,48,47,53,50,47,54,47,53,55,54,50,44,53,42,54,51,45,43,45,43,45,52,45,43,47,50,47,48,43,43,44,3,48,54,3,3,47,46,3,4,44,4,51
recG_165,51,49,50,48,51,52,49,51,52,52,51,2,49,2,42,44,47,50,44,44,43,49,44,52,45,45,43,44,45,43,44,45,42,49,48,45,43,43,49,53,49,52,47,4,4,47,44,47,42,47,43,44,46,45,57,44,48,5,4,4,4,4,5,47,49,52,50,50,52,53,46,48,3,0,3,50,58,3,50,47,50,4,44,44,6,44,42,46,43,49,43,46,44,44,49,4,51,143,147,141,50,150,148,152,157,48,48,47,52,6,49,52,49,43,46,42,51,143,143,140,148,142,43,51,142,150,150,151,49,45,42,42,44,2,48,3,39,42,42,44,41,39,43,39,43,47,144,4,45,3,6,45,143,143,53,2,49,4,151,50,49,3,3,1,48,2,3,4,1,46,48,44,42,44,45,49,42,44,43,45,43,42,43,43,44,42,49,2,47,2,43,41,43,50,43,45,45,49,48,46,52,49,46,53,46,52,54,53,49,44,52,41,53,51,46,43,44,43,44,51,45,42,46,49,46,50,43,43,44,4,48,53,2,2,46,47,4,3,44,1,51
recG_166,50,48,51,49,52,53,50,52,53,53,52,3,48,3,43,45,48,49,45,45,44,50,45,51,46,46,44,45,46,44,45,46,45,50,47,46,44,44,50,56,48,51,46,5,5,46,44,48,43,48,44,45,47,45,56,45,47,6,5,5,5,5,6,48,50,53,51,49,53,54,47,51,4,3,0,49,57,2,49,48,51,5,45,45,7,45,43,47,44,48,44,47,45,45,50,5,52,145,147,143,49,152,150,154,159,51,51,50,51,7,50,51,48,44,47,43,52,145,145,142,150,144,44,50,144,152,152,153,50,46,43,43,45,3,49,2,40,43,43,45,42,42,44,40,44,48,146,5,46,4,7,46,143,145,54,3,50,3,153,51,50,4,4,2,47,3,4,5,4,47,49,45,43,45,46,48,43,45,44,46,44,43,44,44,45,43,48,3,48,3,44,42,44,53,44,46,46,48,49,49,55,52,49,56,49,55,57,56,48,45,55,42,54,52,45,44,45,44,45,50,46,43,47,48,47,51,44,44,45,5,47,52,5,1,47,46,5,4,45,4,52
